Model,model_present_ch4_diff,model_ch4,model_present_co2_diff,model_co2
ssp585,22.07766172,41.89719247,95.04354014,319.0581594
ssp585,13.1201405,17.22012749,-4.495774248,121.6615885
ssp585,0.049940316,12.61311972,-0.007786644,30.98345584
ssp585,15.21448417,36.58504789,161.6615066,423.2308112
ssp585,1.286329691,6.261968976,9.178021752,223.3993552
ssp585,-0.03567649,1.595317906,-83.91744717,139.2846518
ssp585,16.2549662,22.06972318,-1.820594464,98.84578206
ssp585,2.567902559,15.42575464,-0.024200652,31.02957516
ssp585,9.458209985,45.90269238,264.7138394,537.5639718
ssp585,28.38519347,42.03933925,30.81429462,163.3773763
ssp585,0.11695768,23.74981612,18.564373,49.78110823
ssp585,0.45806879,7.133770336,36.14727338,161.2083396
ssp585,0.533673229,3.722800175,-63.31211541,118.6977538
ssp585,8.813434732,30.88126893,3.989535303,152.8850284
ssp585,7.248707658,26.8745569,-44.65139577,297.1451501
ssp585,1.962003468,9.140204068,89.85724489,230.0628229
ssp585,-1.183765979,1.491729391,-18.57218276,188.1739128
ssp585,0.036871123,4.318069833,47.474137,211.7315748
ssp585,-0.370466882,1.327483135,-125.8686342,124.8616655
ssp585,0.245072065,16.22114612,16.95258113,60.78174677
ssp585,0.205844136,3.705819312,52.1382674,133.10688
ssp585,9.438408931,29.19915376,14.54125166,148.3997738
ssp585,-1.670269465,13.65008601,-0.411018481,31.42212662
ssp585,0.57226027,4.28185292,2.987061227,173.0082473
ssp585,-0.007465758,2.993931036,0.080944075,401.0168087
ssp585,6.946634232,21.44949811,27.10029797,58.54790242
ssp585,1.631279139,27.62287524,392.0251381,615.6135574
ssp585,7.620758144,21.41749168,37.63525541,95.69238704
ssp585,-0.870123417,1.770545488,-46.70908326,338.5985467
ssp585,-2.788845646,24.26861167,212.7626902,637.2027305
ssp585,0.972227485,10.09271487,5.831753531,236.9507237
ssp585,9.569236609,22.10778033,-12.6841118,72.37068176
ssp585,4.168907278,14.72838041,0.834795591,151.2229852
ssp585,6.869257281,26.99790207,-32.17162529,248.6008073
ssp585,1.748981475,35.95758959,121.5230639,445.5404961
ssp585,-0.651176535,1.77353242,-82.47672518,357.9907415
ssp585,9.358793448,34.580983,3.884277317,755.8404631
ssp585,1.116228513,25.55761432,19.75858725,51.35847204
ssp585,5.838397513,22.79934078,67.47022198,208.0560562
ssp585,14.62186851,34.33055759,76.33141863,328.2213422
ssp585,1.022994483,21.7047142,60.10568936,91.85566176
ssp585,21.0555919,24.22897115,-41.58803446,313.2300472
ssp585,1.473545796,14.03028153,-0.097355783,31.20455369
ssp585,0.463329839,10.76312843,0.166391342,30.44504362
ssp585,0.093982005,23.48649298,26.3318947,57.81402795
ssp585,0.089474519,5.515649745,0.530831193,58.16815005
ssp585,6.749731931,25.25571398,13.37380373,232.8942998
ssp585,0.831880854,15.43064375,63.22641734,279.3246237
ssp585,-11.02696972,23.33506282,227.8608742,653.4541069
ssp585,5.829829262,11.23585974,113.0961557,332.870007
ssp585,0.174524802,32.36638471,30.64292527,301.3199331
ssp585,-0.115988789,16.4256815,-0.227373274,31.2019741
ssp585,5.492329473,18.44820103,14.94301297,47.93869884
ssp585,-0.848797612,1.644321146,-60.48258012,341.886722
ssp585,-0.169645662,3.098095701,38.65205464,187.628924
ssp585,10.09159759,22.91876793,-4.046339088,133.6505264
ssp585,3.887787227,6.840851439,-0.357101967,263.8694344
ssp585,2.571431582,27.42756255,248.8219277,396.5342825
ssp585,-0.240405633,2.255341911,3.055128563,478.6795731
ssp585,0.155771196,8.248095666,-0.095706145,31.2414412
ssp585,13.47890704,23.46718352,-132.6041147,286.6483406
ssp585,0.148790002,11.67371886,0.021635402,30.93821851
ssp585,13.02567116,17.14188946,-5.700683974,121.6211923
ssp585,0.237117292,12.08862316,0.025187064,30.64103162
ssp585,19.52678501,49.43224713,603.2170052,819.0924386
ssp585,-2.941420691,30.48298181,156.2883395,671.6149113
ssp585,-1.755637102,3.755266809,-20.40550694,100.5417312
ssp585,4.208945383,14.79731804,81.92654009,232.0071024
ssp585,-1.981877244,3.972453704,55.07819021,148.1324919
ssp585,0.7294742,22.44580258,8.177650039,102.1701825
ssp585,1.433656069,48.71454738,-0.597955629,249.3898396
ssp585,-1.007234715,22.20078102,-6.187924056,82.63835393
ssp585,6.557769116,21.49758864,-0.490757085,31.49823067
ssp585,-0.248920113,1.547279636,-159.9176345,297.0379281
ssp585,0.099708783,8.664735273,0.068857748,31.27583086
ssp585,-0.014283632,3.032604019,0.190952147,400.3091355
ssp585,7.546210397,23.28379834,0.010908302,31.37210206
ssp585,0.411865328,26.075882,283.5324303,335.8081915
ssp585,6.874399936,33.01605527,2.941961736,80.17975137
ssp585,27.05701204,39.23049671,-5.047406198,136.91646
ssp585,3.370281285,24.07429256,182.0114679,627.8786322
ssp585,-0.179767421,3.256053192,40.69557404,186.0651902
ssp585,-0.047770425,33.06960764,49.65447238,316.3491695
ssp585,6.195649377,35.18210171,225.1731993,415.006601
ssp585,0.31586643,1.729344062,-1.855011623,219.4370045
ssp585,5.580748267,11.56474144,5.851974393,69.34912957
ssp585,0.179115947,8.15982857,2.775142578,33.42688306
ssp585,1.504261924,28.9241979,9.227755556,106.6323067
ssp585,3.459838514,9.80803139,3.469206945,50.56645406
ssp585,13.18694328,21.81093464,-7.391950925,108.9407019
ssp585,1.401525195,6.283583135,-6.945522322,110.8568216
ssp585,0.444545924,22.39593349,27.3414683,84.07046142
ssp585,-0.102585069,26.56256572,376.6230983,435.5421035
ssp585,0.724881222,18.80679553,142.1075926,412.0075401
ssp585,6.991274755,21.94177878,24.46937537,57.18735255
ssp585,1.696266032,17.76152139,-0.343946719,261.1870846
ssp585,14.83030572,37.90902591,241.0088553,433.2517318
ssp585,2.832226654,11.31278578,2.181540929,98.63136926
ssp585,3.61508979,25.20602504,7.48696226,104.4796771
ssp585,-2.510552403,46.29090503,44.45709711,486.7899232
ssp585,-0.036407687,25.18335003,167.810264,266.1619229
ssp585,-0.118571837,1.678307839,-13.09415302,304.6521433
ssp585,-0.137519288,0.748856085,-98.26229848,236.2389109
ssp585,0.24555453,3.737920692,40.72192429,131.0110031
ssp585,14.99870529,37.60601554,7.091249006,227.7497742
ssp585,8.303960136,21.36683578,47.89082281,101.2008224
ssp585,0.048825289,3.739564847,-1.564357179,230.1221444
ssp585,0.275775513,10.03346034,16.36630689,73.33017849
ssp585,-1.490099121,22.71453988,-3.840603791,264.9165328
ssp585,0.767785427,3.342261586,-43.13215803,229.4113176
ssp585,16.6379962,41.22037056,-17.62442429,338.9867526
ssp585,0.07452412,4.16796301,222.7453181,429.5999725
ssp585,1.414623894,13.97659246,-0.04570831,31.10356655
ssp585,7.545799948,21.52327604,37.01617842,95.13517087
ssp585,-0.083697898,1.476157173,-2.16029293,219.6581238
ssp585,-0.912159993,1.902282143,-224.4197437,120.5844935
ssp585,3.394710021,35.21839932,42.28914933,791.0138112
ssp585,0.014232323,10.85906888,27.01178482,58.47040043
ssp585,0.732749577,3.999751012,0.941190612,117.2429516
ssp585,14.97286347,35.58251285,179.7046888,435.4105505
ssp585,5.470831544,24.91351946,29.44203404,250.8977565
ssp585,-1.445943179,1.792698006,21.51990839,134.2013037
ssp585,0.329477495,11.0301502,80.93999961,234.4167207
ssp585,3.659501943,39.78858507,125.1551379,568.7228608
ssp585,11.27066152,25.58484733,84.09560024,232.4888683
ssp585,-0.061577802,1.819888861,-75.85432802,195.5661045
ssp585,0.202980325,3.946387183,0.655464517,86.4493007
ssp585,2.693342113,12.15892385,4.126023019,57.03686531
ssp585,-0.048662517,1.092335375,-4.113136576,365.1603255
ssp585,4.654488099,22.26143475,1.202873905,93.81673593
ssp585,-3.717930527,29.5027077,63.03574405,437.9481961
ssp585,4.310239189,13.68276846,-0.565897528,31.618692
ssp585,0.289436409,15.66478534,-0.032968214,31.14975754
ssp585,0.635323654,7.073671791,119.1346762,191.4315139
ssp585,2.921313386,13.15351654,11.17124686,44.5064516
ssp585,1.618113345,7.614147756,17.61896855,49.55935955
ssp585,-0.004413325,1.445235973,-148.9001529,122.3984956
ssp585,0.780799911,19.76075498,6.42293698,235.6774009
ssp585,1.89909715,15.96977894,87.56400616,234.5454036
ssp585,-0.034367218,2.131493802,-4.136284333,265.9378443
