LONG_DD,LAT_DD,pres_co2,ssp126_co2,ssp585_co2,ssp126_minus_pres_co2,ssp585_minus_pres_co2,pres_ch4,ssp126_ch4,ssp585_ch4,ssp126_minus_pres_ch4,ssp585_minus_pres_ch4
-71.949506,43.109775,186.4234105,186.2687773,185.5627512,-0.154633244,-0.86065936,3.272561641,3.184813727,3.680842752,-0.087747915,0.408281111
-83.54071,34.794906,135.2573095,133.9580126,130.5852868,-1.299296897,-4.672022759,5.206222516,5.632382672,6.817047386,0.426160156,1.61082487
-74.819792,44.515667,209.4703729,206.6286441,222.3349937,-2.841728855,12.8646208,0.914819152,0.757792685,0.759323218,-0.157026467,-0.155495934
-95.872801,34.315301,223.5545196,359.8736201,802.3232761,136.3191005,578.7687565,24.81206319,25.40060728,31.0004256,0.588544095,6.188362414
-111.394991,44.420051,70.68400326,94.87648702,97.40502902,24.19248375,26.72102576,5.534335466,5.52269759,6.513245302,-0.011637876,0.978909836
-69.117708,45.269746,441.0876198,490.4713697,488.6193874,49.38374988,47.53176757,6.26132715,6.323437572,3.014193339,0.062110422,-3.247133812
-122.19246,43.321502,191.7139596,191.8047214,216.3705116,0.090761817,24.65655196,6.400767344,7.168908258,10.98677163,0.768140913,4.586004281
-95.357937,35.307952,205.9597298,210.0650684,481.2690412,4.105338621,275.3093114,18.68345265,17.17599197,17.65745888,-1.507460682,-1.02599377
-98.257643,30.557553,83.23501693,87.10728827,146.9450761,3.872271346,63.71005916,19.43869488,19.93103275,28.42132854,0.492337875,8.982633662
-123.604561,47.386357,310.3574697,482.3595278,616.4110989,172.0020581,306.0536291,10.7984904,11.06034236,11.38486889,0.26185196,0.586378486
-77.007143,39.19374,227.914709,231.5655087,235.6759365,3.650799716,7.761227445,4.792427107,9.208284101,9.862634384,4.415856994,5.070207277
-74.747661,44.501683,192.5575023,192.3569383,192.2472672,-0.200563985,-0.31023512,5.858241654,9.721031324,13.5855212,3.86278967,7.727279543
-91.890212,44.936762,188.2242504,187.1077578,102.9952783,-1.116492626,-85.22897213,3.357981606,3.250218336,3.143178418,-0.10776327,-0.214803188
-93.028,34.443306,211.501128,212.3913814,212.5488185,0.89025347,1.047690557,4.558103758,4.567428533,10.40310318,0.009324775,5.844999424
-114.232292,47.676175,44.83993951,46.56814434,49.08816861,1.728204831,4.248229092,7.489936822,9.744536338,9.534514661,2.254599517,2.044577839
-122.750316,43.913909,122.9954548,120.0654549,116.1000867,-2.929999976,-6.895368111,1.490227118,1.614345011,1.795537525,0.124117893,0.305310408
-109.420471,40.915665,91.22807051,91.36103766,91.54373099,0.132967149,0.315660484,18.79677774,23.0096005,23.82451778,4.212822764,5.027740045
-85.450254,36.538312,214.3128385,216.6065133,217.7689818,2.29367481,3.456143299,5.253584639,5.318199764,11.06575388,0.064615124,5.812169246
-121.113718,39.582613,411.1295325,420.0512621,433.3774924,8.921729552,22.24795988,19.83939282,18.01606955,25.50166235,-1.823323272,5.662269523
-74.756506,41.480902,184.4288352,184.2155575,134.2593961,-0.213277727,-50.16943908,1.890829321,1.651373926,1.97642114,-0.239455395,0.085591819
-84.401757,41.237799,245.2119132,343.7451748,259.004663,98.53326164,13.79274979,2.901694249,1.867980101,2.441650829,-1.033714147,-0.46004342
-85.001975,32.515961,413.3912057,424.5789247,617.4701869,11.18771905,204.0789812,36.61885505,26.4205559,25.12244153,-10.19829915,-11.49641352
-123.432155,40.367331,422.7763998,432.3692913,636.8616266,9.592891436,214.0852268,8.775183146,24.015817,23.88309218,15.24063385,15.10790903
-73.714946,42.798037,119.2744188,119.406936,185.668806,0.132517202,66.39438718,2.888959233,2.821917566,1.651460574,-0.067041666,-1.237498659
-120.271021,37.586276,73.9903933,76.68172616,456.201528,2.691332864,382.2111347,25.90798403,33.45423646,29.13263067,7.546252429,3.224646646
-122.421703,43.708548,194.1129964,193.738996,221.1161002,-0.374000331,27.00310385,1.297409329,1.403068679,1.538670205,0.10565935,0.241260876
-122.954278,43.78714,134.614242,118.951125,115.9170345,-15.66311707,-18.69720749,1.552931956,1.621805204,1.74011901,0.068873248,0.187187054
-105.357859,39.949456,62.08911089,64.06574835,80.53847705,1.976637463,18.44936616,10.49925333,10.83262659,16.90835445,0.333373254,6.409101115
-69.17805,45.880388,450.8118465,420.5354484,267.1300076,-30.27639805,-183.6818388,1.897184424,1.714827194,1.584798839,-0.18235723,-0.312385585
-83.79203,35.016806,130.6413209,117.1729347,113.9532509,-13.46838621,-16.68806995,1.826373464,2.053355091,4.887738656,0.226981628,3.061365193
-119.787927,37.949378,364.0860998,361.4474271,366.6823533,-2.638672686,2.596253557,0.843292067,0.831448412,0.835355802,-0.011843655,-0.007936266
-107.659343,37.382549,56.50621806,56.91986171,116.666324,0.413643648,60.16010591,12.65778538,12.94167753,16.43951677,0.283892145,3.781731392
-121.688244,48.647945,409.7369006,425.3354672,432.3796745,15.59856666,22.64277394,10.04039055,16.14659124,17.2892627,6.106200692,7.248872151
-69.812207,45.65888,500.0633886,454.3149368,420.5343483,-45.74845178,-79.52904027,1.804657101,1.697569896,1.537310537,-0.107087204,-0.267346563
-79.536533,37.042396,184.3145864,188.5427436,325.225985,4.228157202,140.9113987,19.98015414,20.71251518,27.45997009,0.732361035,7.479815946
-121.311458,39.324244,245.3689198,620.1004749,636.8576709,374.7315552,391.4887511,20.2800998,26.91305572,27.39389485,6.632955924,7.113795047
-84.267474,36.959995,254.3075032,256.0762672,453.283154,1.768764012,198.9756508,21.31851084,25.6734091,20.65655826,4.354898268,-0.661952579
-79.275885,40.921511,207.5096637,208.4765613,209.4247284,0.966897654,1.915064763,4.279651853,4.309835406,4.406437662,0.030183553,0.126785809
-106.205943,40.03395,325.8717896,323.8115578,214.0812661,-2.060231829,-111.7905235,0.606615948,0.606395051,1.410369908,-0.000220897,0.80375396
-120.213696,38.498886,292.8359258,291.7252963,258.877337,-1.110629535,-33.95858882,0.717833094,0.72061666,0.7550963,0.002783566,0.037263206
-118.985417,37.370232,32.58597344,52.96872124,56.78149666,20.38274779,24.19552322,14.7084293,23.79229287,23.33608801,9.083863568,8.62765871
-122.278125,45.244019,231.1043583,292.2697149,302.7471784,61.16535657,71.64282014,2.01060101,2.375618217,2.824597624,0.365017207,0.813996615
-116.297014,46.516351,192.6609439,195.8425513,249.770259,3.18160739,57.10931509,20.01451023,25.38358566,26.34277997,5.369075428,6.328269736
-84.278125,34.881121,110.5281298,109.4589608,161.8075069,-1.069168948,51.27937713,3.251762744,3.284554695,22.47812788,0.032791951,19.22636513
-122.805208,43.922071,250.2066606,321.3414038,261.736605,71.13474326,11.52994441,1.323808583,1.99383479,2.228369356,0.670026207,0.904560773
-84.726313,34.164969,416.6911024,425.0487554,578.8352293,8.357652956,162.1441269,24.85991198,27.48902177,37.29979993,2.629109786,12.43988794
-107.957143,45.305859,54.32611515,54.24384429,51.32096407,-0.082270859,-3.005151086,21.81185975,24.42127373,25.36955455,2.60941398,3.557694805
-92.572917,36.365385,144.6186116,147.5092766,233.0861946,2.890664981,88.46758298,13.52419934,14.56566315,15.54476825,1.041463812,2.020568915
-84.646551,35.094393,118.6688544,117.492443,115.5501223,-1.176411329,-3.11873203,2.957144511,3.085457067,6.741277586,0.128312556,3.784133075
-83.934611,35.44835,126.2462265,123.7243181,120.1069653,-2.521908412,-6.139261128,2.9596418,6.187125967,7.153294228,3.227484167,4.193652428
-119.317006,37.324723,226.6168143,225.3405533,224.9100957,-1.276261056,-1.7067186,43.13957874,65.27893973,66.49228046,22.13936099,23.35270171
-82.611458,34.257845,151.7820345,153.2291362,233.9823356,1.447101646,82.20030104,10.89129808,11.02355524,25.70124368,0.13225716,14.80994559
-97.905713,30.393211,93.06458054,96.83543966,156.9552102,3.770859126,63.89062963,21.14538406,21.66066376,22.02110219,0.515279694,0.875718127
-73.019413,41.99076,257.6840851,200.0762718,241.5529921,-57.60781325,-16.13109295,2.871399697,1.962635125,2.035700331,-0.908764572,-0.835699366
-86.755208,40.657388,69.89444827,126.5327688,191.4552172,56.63832055,121.5607689,6.845401517,7.020088454,7.277640153,0.174686938,0.432238636
-120.439328,38.867879,257.1251577,327.556515,423.9200774,70.43135732,166.7949197,13.34843832,14.61531306,13.62521228,1.266874745,0.276773966
-122.434547,41.935837,56.55291283,59.13130964,61.95425509,2.578396816,5.401342262,24.32649414,31.06658553,28.27016362,6.740091399,3.943669489
-69.864533,45.461484,443.5062179,428.4599611,203.7434744,-15.04625682,-239.7627434,1.623138193,0.768163817,0.776537692,-0.854974376,-0.846600501
-72.767708,44.382775,370.4171193,367.5248208,296.2569365,-2.892298441,-74.16018279,1.475227794,1.464654109,2.111850415,-0.010573685,0.636622621
-88.232155,45.355943,109.6915233,135.760586,138.7484448,26.06906264,29.0569215,6.078559388,6.979824435,6.988324087,0.901265047,0.909764699
-121.629554,37.166223,118.7896301,130.5165168,261.0973284,11.72688665,142.3076983,13.23621467,13.45896821,20.07810258,0.222753536,6.841887905
-84.393193,45.550572,193.9402612,277.7217687,114.1266319,83.78150754,-79.81362926,3.302855018,3.189655656,1.943139351,-0.113199362,-1.359715666
-74.846215,44.221454,372.6156008,361.4717366,355.5779225,-11.14386423,-17.03767831,1.646062434,1.572913459,1.522117084,-0.073148975,-0.12394535
-84.176042,35.152638,208.44795,139.85107,135.8252422,-68.59687995,-72.62270778,1.267981491,1.438670688,2.618582123,0.170689197,1.350600632
-79.389341,39.510776,131.8037939,137.6242421,141.9710426,5.82044818,10.1672487,4.448858161,4.441599539,4.429481411,-0.007258622,-0.01937675
-122.530468,39.585442,31.86933887,31.70467579,58.84913448,-0.164663086,26.9797956,10.57241335,10.6895202,10.77562044,0.117106851,0.203207094
-121.231063,44.692737,31.61736333,31.49170836,56.30411486,-0.125654971,24.68675153,21.34600512,22.2533427,22.09387848,0.907337586,0.747873362
-121.128322,46.654792,110.0556758,134.9922954,139.2100497,24.93661956,29.15437388,3.968678198,4.005822124,4.145681205,0.037143926,0.177003007
-123.180998,39.197467,687.069045,929.4608695,932.2854965,242.3918244,245.2164515,16.88965298,16.60073749,16.26649961,-0.288915489,-0.623153372
-121.023036,40.282206,77.95451482,114.7317571,118.7939616,36.77724228,40.83944678,7.091739884,7.163619257,7.370393733,0.071879374,0.27865385
-72.449256,43.138518,248.9929733,247.485168,152.6982805,-1.507805263,-96.29469283,1.643843164,1.592339234,1.560922916,-0.05150393,-0.082920249
-81.194332,35.821759,144.4201684,146.9457119,238.9510975,2.525543545,94.53092918,4.98027294,5.015823275,10.03518831,0.035550335,5.054915374
-79.021063,43.144436,191.6980368,321.6852011,249.3991646,129.9871643,57.70112783,6.359727032,6.79139141,7.997802562,0.431664378,1.63807553
-116.837102,44.970949,31.64333288,55.0563352,57.94862866,23.41300231,26.30529577,21.37551874,22.43889246,21.78736401,1.063373716,0.411845262
-123.224023,47.422917,118.3563634,115.0764148,104.0920113,-3.279948604,-14.26435207,6.942065334,7.216596217,8.218525515,0.274530883,1.276460181
-121.142593,39.393473,445.4000921,451.3402513,618.2675387,5.940159245,172.8674466,35.32253547,36.1335218,42.84276211,0.810986337,7.520226643
0.448646,44.039785,142.3307515,85.29917803,99.08306925,-57.03157343,-43.2476822,16.82611176,31.57040153,28.54919204,14.74428977,11.72308028
-83.720724,44.465566,487.2613315,487.1524167,488.0378243,-0.108914771,0.776492818,2.574305537,2.571797005,2.566475169,-0.002508532,-0.007830368
-80.586611,37.073821,141.2514249,142.470245,232.1135949,1.218820142,90.86217004,4.842097695,8.945768267,9.480220664,4.103670572,4.638122969
-122.672183,42.672829,224.5518212,226.5646205,250.5107936,2.01279924,25.95897237,26.01336701,24.14325087,24.58370181,-1.870116147,-1.429665199
-120.309375,39.001324,210.9148838,216.91871,227.1968315,6.003826197,16.28194768,20.94969108,22.17016152,24.39037545,1.220470441,3.440684376
-72.304678,44.362214,370.6193379,362.8841653,359.9588149,-7.73517254,-10.66052296,1.686363645,1.630093109,1.578600335,-0.056270536,-0.10776331
-110.065625,42.028371,97.87947163,97.67721368,96.88335906,-0.202257952,-0.996112572,8.64704561,18.3172995,22.83473635,9.670253891,14.18769074
-81.840625,35.744272,144.5157158,142.3829115,122.7421442,-2.132804296,-21.77357159,4.242740071,4.268236715,10.03660587,0.025496643,5.793865801
-85.944131,36.29222,266.2477949,240.4748061,240.49284,-25.77298874,-25.75495493,92.97241002,93.50605272,92.60242695,0.5336427,-0.369983074
-106.833021,40.285105,314.0485825,316.7565651,292.8343857,2.707982565,-21.21419679,8.523711361,9.05168151,19.99201076,0.527970148,11.4682994
-84.380936,43.678709,111.4890435,112.451995,111.1336717,0.962951562,-0.355371799,5.55489536,3.057634876,3.480640654,-2.497260484,-2.074254705
-93.311648,36.597936,133.9168151,139.5376457,144.9100283,5.620830617,10.99321325,12.18632217,16.41617077,20.27617147,4.229848593,8.089849297
-80.890208,38.224185,169.8508309,190.9390616,462.8134948,21.08823078,292.9626639,14.67847618,13.22485004,12.22742636,-1.453626134,-2.451049814
-118.310227,40.470148,31.153897,31.15459192,31.11917981,0.000694911,-0.03471719,15.93161197,16.06245402,19.81189183,0.130842052,3.880279857
-72.921597,43.724601,181.3455068,126.5054494,120.9809842,-54.84005737,-60.3645226,1.895892095,1.841368785,1.728135399,-0.054523309,-0.167756696
-85.078125,32.611122,124.0110537,122.6959744,120.4723436,-1.315079336,-3.538710086,5.383946823,17.1652071,18.35904614,11.78126028,12.97509932
-120.309147,37.519675,83.66789797,254.7806469,292.8558486,171.1127489,209.1879506,22.58419554,26.52491267,31.67981287,3.940717135,9.095617333
-118.753391,34.462147,58.51845617,93.46785118,433.6340793,34.94939501,375.1156231,26.58808989,26.69213768,30.20261597,0.104047791,3.614526083
-117.347793,48.985004,140.0826233,220.801529,249.2143113,80.71890567,109.131688,16.4075509,17.49810856,18.4791147,1.090557665,2.071563804
-120.929889,39.27364,388.3388331,388.8474083,390.0128538,0.508575299,1.674020708,2.272372023,2.25901973,1.27189862,-0.013352293,-1.000473404
-73.84499,42.806707,208.1969535,207.1510378,128.321806,-1.045915672,-79.87514753,2.59242808,1.476182443,1.456347486,-1.116245637,-1.136080594
-93.40625,38.264873,218.9068774,221.2411214,231.312877,2.334244081,12.40599962,16.3576253,18.91941683,27.17512835,2.56179153,10.81750305
-85.064945,31.627517,582.389978,599.9445105,629.4626844,17.55453245,47.07270634,22.58702534,26.0271696,24.79067824,3.440144253,2.2036529
-89.232328,46.686357,489.8336129,459.8409743,432.9334605,-29.99263854,-56.9001524,1.779030223,1.791308495,1.6526696,0.012278273,-0.126360622
-79.855467,39.718069,131.3278156,133.1705353,141.104274,1.842719655,9.776458364,7.275874269,7.361120811,7.491199421,0.085246542,0.215325152
-122.547437,44.451859,362.8158306,371.6521483,382.6535536,8.836317743,19.83772303,3.150980157,3.4300295,9.324088073,0.279049343,6.173107916
-85.753125,34.173958,431.6167445,440.2996116,604.1477399,8.682867141,172.5309954,21.26537647,22.75088893,21.26226927,1.485512461,-0.003107196
