Model,model_present_ch4_diff,model_ch4
ssp585,1835.09299,2115.586278
ssp585,1441.125616,2173.459468
ssp585,4.063247909,123.9521289
ssp585,268.7512533,569.0410813
ssp585,-74.93595573,1095.299554
ssp585,8282.488282,14895.93963
ssp585,26.94034911,245.4675091
ssp585,3565.000656,5073.770896
ssp585,1.228540806,1.819358046
ssp585,137.3944714,154.0702732
ssp585,-2282.084677,1762.815793
ssp585,-569.6827843,2144.167196
ssp585,4.811041739,118.8587727
ssp585,5234.694163,6787.361483
ssp585,142.2225655,1207.273115
ssp585,96.20055413,102.9882705
ssp585,0.082694938,308.7226299
ssp585,-651.614094,30186.04151
ssp585,978.5884013,2397.159391
ssp585,0.657018334,6.410489494
ssp585,141.7077054,183.9269727
ssp585,-27.03740697,273.124341
ssp585,3358.778424,3946.445965
ssp585,252.4780408,3393.459491
ssp585,260.4573118,949.0715108
ssp585,2371.195246,3925.741336
ssp585,810.2487805,1258.179011
ssp585,1.38774248,22.46260408
ssp585,939.1164265,1112.56469
ssp585,-1062.114341,788.3627792
ssp585,21.04704379,33.59080429
ssp585,96.57651125,456.8083883
ssp585,46.19204596,189.425432
ssp585,322.9957295,498.5625825
ssp585,-0.894093612,14.24855249
ssp585,516.1801363,2262.474446
ssp585,11.9567023,14.26083505
ssp585,851.9300688,1418.973407
ssp585,1021.698099,2095.149349
ssp585,552.5479573,817.8343123
ssp585,-0.416488291,4.419691079
ssp585,2.158198469,6.438600529
ssp585,2708.803144,3851.671844
ssp585,111.6932578,363.3841338
ssp585,169.0273534,212.4368321
ssp585,68.89841867,172.3982717
ssp585,1078.889214,3048.210234
ssp585,675.1274986,1499.386606
ssp585,-0.772310218,3.120087082
ssp585,153.4594033,164.8069388
ssp585,4.329120833,7.997027453
ssp585,1327.600729,1556.223744
ssp585,14.93072524,19.95036907
ssp585,1.877447766,4.295349236
ssp585,923.9768776,1549.331361
ssp585,891.0058124,2249.022062
ssp585,-0.134277215,2.242231495
ssp585,358.5939195,498.3033585
ssp585,1418.840675,1431.995038
ssp585,137.1541389,609.6574369
ssp585,-525.4765818,3077.966248
ssp585,313.3397412,1217.994937
ssp585,116.4263458,391.3067778
ssp585,408.956179,1025.991793
ssp585,-66.01222094,419.4269151
ssp585,-3.245182158,13.38192204
ssp585,796.6714328,6415.797313
ssp585,5.037864589,125.3612066
ssp585,263.0912828,1716.981633
ssp585,22.0713582,87.5727881
ssp585,1473.147692,3385.490482
ssp585,-0.971374575,3.175787725
ssp585,-0.727095336,2.587028804
ssp585,31.22460971,40.34658378
ssp585,810.286708,2319.866708
ssp585,24.56251534,95.13605024
ssp585,135.7080675,313.1364085
ssp585,-391.1381861,1417.513174
ssp585,2437.249465,3379.888011
ssp585,351.263093,1368.871763
ssp585,22.41989412,213.9529361
ssp585,558.7166689,1120.4024
ssp585,-9.588347674,3.440972326
ssp585,134.3881317,196.8106994
ssp585,-1.613495669,2.425960561
ssp585,9.595458794,13.97653542
ssp585,-175.3813186,1195.962751
ssp585,1023.390688,1779.386201
ssp585,155.3927753,279.7754663
ssp585,125.4563118,556.1098928
ssp585,4465.473162,5435.24117
ssp585,675.8205001,701.5827507
ssp585,3.115021901,342.5606859
ssp585,2824.278016,3977.769646
ssp585,28.08127848,68.31163318
ssp585,-0.153150176,2.931386144
ssp585,1184.646456,1242.243341
ssp585,186.4918428,544.5509148
ssp585,2764.263217,6706.929987
ssp585,5066.605057,5477.795674
ssp585,16.62510607,1470.871686
ssp585,13.06887648,92.22313758
ssp585,6.182916166,20.62890237
ssp585,1450.464921,2692.463451
ssp585,1007.064055,1955.149624
ssp585,69.63486486,163.1859305
ssp585,-7.129759778,2.511516942
ssp585,0.56754593,29.02742453
ssp585,-1.464004952,1.919927238
ssp585,21.059871,611.386306
ssp585,2.51688807,20.41288417
ssp585,1403.523355,2366.68102
ssp585,-125.1125348,410.9091602
ssp585,8.009118701,28.4698934
ssp585,-0.071835664,12.49071364
ssp585,690.8860659,1163.325498
ssp585,272.3893866,2082.784047
ssp585,738.1871462,1159.332355
ssp585,-5.628366889,3.726384671
ssp585,-440.0155244,1545.908606
ssp585,42.65179981,205.0283248
ssp585,909.2663778,1247.181321
ssp585,262.0045804,489.5265744
ssp585,970.9248657,1975.873616
ssp585,414.6103889,3822.435599
ssp585,-3.945321092,3.740875678
ssp585,1804.479652,3493.847192
ssp585,170.1796085,1741.547358
ssp585,661.3429172,1338.849073
ssp585,2478.537626,3435.863084
ssp585,125.7737133,1195.444673
ssp585,1525.818273,1540.100536
ssp585,98.69682636,437.7417404
ssp585,22.90858856,237.7531386
ssp585,13.1745173,1433.591737
ssp585,1.884962083,51.00226458
ssp585,866.4208972,1694.542347
ssp585,65.28477332,544.9484053
ssp585,-2030.722793,1412.397927
ssp585,213.7901436,262.4885877
ssp585,37.11692464,2999.993925
ssp585,-10.27894531,629.2830807
ssp585,457.8044781,822.1799101
ssp585,-5.051847342,3.142878718
ssp585,-1.765028603,13.5141157
ssp585,998.9577648,1355.052542
ssp585,71.63438308,83.73599848
ssp585,415.585862,2049.030582
ssp585,-1.708822427,6.505813133
ssp585,5.533078357,128.8197184
ssp585,1230.703274,1430.879295
ssp585,8.342664254,286.6421573
ssp585,668.2671,694.2647954
ssp585,13.85141487,310.6452919
ssp585,5453.736441,7954.318691
ssp585,-617.4473908,2613.175359
ssp585,-29.8557705,21.0455043
ssp585,265.8601788,494.8185258
ssp585,-36.87581757,23.95432653
ssp585,94.60930528,1291.527415
ssp585,511.2106854,7690.909475
ssp585,-135.4593774,1259.294973
ssp585,663.48019,1169.33991
ssp585,-1.119773003,2.732110847
ssp585,3.794826102,144.2983521
ssp585,-0.139955911,12.86535169
ssp585,835.0309799,1405.263508
ssp585,65.65369722,1823.941167
ssp585,1305.913045,3140.465065
ssp585,4355.789679,4671.479224
ssp585,445.2279128,1517.555463
ssp585,-1.996072307,15.15359879
ssp585,-10.49467479,3152.206515
ssp585,1308.104342,3635.276752
ssp585,1.311268142,3.529735652
ssp585,218.9879642,280.518132
ssp585,6.261124468,125.6675535
ssp585,267.9610865,2315.679986
ssp585,121.4590237,191.9559506
ssp585,1066.217849,1208.958612
ssp585,30.34636877,68.85577657
ssp585,57.96995106,1284.929801
ssp585,-16.9677421,1903.281038
ssp585,74.3684005,859.4453555
ssp585,719.0304111,1225.723538
ssp585,155.4734711,753.4152351
ssp585,2940.144198,4317.071428
ssp585,129.3116118,266.6450778
ssp585,505.811244,1686.875594
ssp585,-884.2818241,6838.258376
ssp585,-5.609021524,1683.383488
ssp585,-0.560768313,3.294473717
ssp585,-0.243707584,0.513796976
ssp585,3.015800011,20.82233801
ssp585,2925.004019,4238.029989
ssp585,781.6861786,1153.028362
ssp585,0.621304945,20.84343315
ssp585,12.57255166,202.2672367
ssp585,-209.1310679,1327.410482
ssp585,7.269790607,16.09339606
ssp585,3642.873812,5235.191412
ssp585,1.08877518,26.75638458
ssp585,94.52397924,433.8943182
ssp585,738.602194,1172.559679
ssp585,-0.33195263,2.45155819
ssp585,-6.43741652,4.39596568
ssp585,758.485723,3643.918493
ssp585,0.73169218,242.6613292
ssp585,9.063863482,24.33504268
ssp585,2670.142127,3731.249627
ssp585,714.3059593,1642.141612
ssp585,-11.13304324,3.834614863
ssp585,16.96626751,251.5547085
ssp585,961.3761862,4825.919396
ssp585,1287.416449,1745.823259
ssp585,-0.316132311,3.969862219
ssp585,2.701168159,23.59394286
ssp585,137.9474818,314.8207678
ssp585,-0.129374383,1.225513077
ssp585,528.8279131,1267.231028
ssp585,-761.7360772,2423.717763
ssp585,240.2828497,413.1780717
ssp585,23.7143692,564.1767972
ssp585,17.62040892,90.44398582
ssp585,165.6902107,377.3020287
ssp585,45.33828725,107.15392
ssp585,-0.016450482,2.334923258
ssp585,85.38336335,963.1588044
ssp585,149.1414252,589.7909712
ssp585,-0.214310363,5.712458387
ssp585,953.6204467,1291.092693
ssp585,350.2272225,1810.162202
ssp585,1053.726017,1328.501822
ssp585,-199.9478226,520.1983974
ssp585,75.36526511,123.1632832
ssp585,92.94996736,101.5430536
ssp585,725.8312639,1059.768143
ssp585,7.560606044,10.27233336
ssp585,0.118261307,74.83804791
ssp585,-1.174013905,2.246353285
ssp585,572.0673721,1297.659424
ssp585,11.29566497,206.007664
ssp585,1164.030884,3277.528834
ssp585,-0.598939285,3.546812585
ssp585,-0.45738467,59.08033563
ssp585,1.551959713,2.733846343
ssp585,156.0157954,444.3436304
ssp585,59.90139825,9225.587218
ssp585,0.654606247,0.753732257
ssp585,93.53692081,378.6996148
ssp585,-0.218765814,2.507469126
ssp585,8479.341463,8654.809045
ssp585,0.034732951,0.172233851
ssp585,-978.6395909,1872.667209
ssp585,453.9222259,2201.266006
ssp585,6.426483156,40.74828586
ssp585,2.881389037,14.07160454
ssp585,110.5357864,470.8859074
ssp585,-0.216742531,0.459079939
ssp585,1.994095549,4.406449659
ssp585,632.3838533,905.5119463
ssp585,4.954929512,19.90906661
ssp585,-44.22766165,13.28944805
ssp585,4.733857103,126.0777981
ssp585,-0.335443664,4.361460276
ssp585,-0.14765902,3.60556533
ssp585,-1.638140214,4.098136076
ssp585,-408.848064,327.410388
ssp585,1135.627203,1928.774403
ssp585,16.79584784,336.9493528
ssp126,50.04687469,15.78552821
ssp126,-5.117698031,22.43102513
ssp126,-97.94188482,1246.851125
ssp126,-164.6317836,190.5630017
ssp126,0.57273401,3.20961667
ssp126,-2.100437281,90.93125778
ssp126,0.035397912,3.697715128
ssp126,-2.159804753,104.7951598
ssp126,0.186899636,2.834722694
ssp126,-2.662084873,15.26726627
ssp126,0.538283259,3.765229801
ssp126,-125.6762008,2326.316081
ssp126,-100.1075772,669.0410202
ssp126,-0.002811392,0.593726802
ssp126,1.488815659,16.34372514
ssp126,0.048823226,0.684491834
ssp126,-1027.337453,1564.270395
ssp126,1.474665028,17.29128967
ssp126,-4.023477805,121.8433228
ssp126,80.60041972,526.8257803
ssp126,-59.81169985,1355.78605
ssp126,-3.456221997,32.1506279
ssp126,-667.599665,1141.4214
ssp126,-65.05150572,639.1322747
ssp126,-47.07646056,611.2426826
ssp126,-5.439985958,2125.628186
ssp126,-0.476717847,1.448297797
ssp126,-2.893625063,83.38287316
ssp126,424.1568399,1637.9657
ssp126,-0.558108678,2.432221058
ssp126,0.262803455,2.412198075
ssp126,-1.779121395,24.26912419
ssp126,-17.14431806,95.55138876
ssp126,-3.996814956,94.84834266
ssp126,-524.4064464,1009.463506
ssp126,1.245776532,2.984906888
ssp126,-3.869112531,112.1556695
ssp126,0.919153723,63.77013258
ssp126,-9.222484315,30.28671662
ssp126,-1.033669075,36.64595157
ssp126,-725.086638,1226.907947
ssp126,201.6786986,1588.605021
ssp126,-192.4147141,313.9431201
ssp126,-3.13338939,93.34079559
ssp126,0.249548681,2.469797049
ssp126,-0.425534423,27.06381242
ssp126,-102.4315897,1342.5394
ssp126,1.144283241,15.67453996
ssp126,-4.144496296,85.4623766
ssp126,0.79012971,2.74982438
ssp126,-168.0875809,1764.230601
ssp126,-64.75170776,1105.222978
ssp126,-4.847868477,21.25567708
ssp126,-0.530392047,23.04109625
ssp126,-55.95000789,639.5169839
ssp126,1.137687071,14.29260123
ssp126,-1.692449048,94.00391025
ssp126,0.416759257,3.524267353
ssp126,0.653667808,12.17614219
ssp126,745.1299701,1520.56127
ssp126,-6.54838844,115.8040304
ssp126,-216.63273,243.3522734
ssp126,-136.4464669,324.9448449
ssp126,-0.458164996,318.746017
ssp126,-48.91705473,1135.414295
ssp126,-9.999929746,154.3117597
ssp126,-0.541621955,6.235715155
ssp126,-13.09759099,186.256385
ssp126,-48.2305903,331.8446143
ssp126,0.28999521,2.54151502
ssp126,-0.24673503,1.54111519
ssp126,-0.995193146,9.948400166
ssp126,0.126446185,27.66040232
ssp126,-24.15102395,87.65287975
ssp126,-0.329480374,4.176465694
ssp126,-0.531214579,25.34430088
ssp126,-263.9171314,4230.786821
ssp126,0.370874347,3.657724333
ssp126,-41.57686642,369.5077944
ssp126,1.595794719,6.307986871
ssp126,-2.632288781,118.4466778
ssp126,-3201.59592,4163.010878
ssp126,-225.0979379,2141.505818
ssp126,2.627177609,15.07504219
ssp126,0.930052588,14.40103821
ssp126,-8.86862661,53.52202821
ssp126,0.286625012,0.528025098
ssp126,-90.22678966,1717.01102
ssp126,0.248542369,51.15244943
ssp126,-1.570021124,69.86553352
ssp126,-21.42391953,93.27244853
ssp126,149.0727754,697.4492206
ssp126,-54.97952546,982.3764705
ssp126,-13.58740543,253.1430164
ssp126,-129.0973535,165.9982558
ssp126,-129.4644501,188.057958
ssp126,1.177077312,15.09114439
ssp126,-0.155079664,33.03317836
ssp126,-85.93498173,189.1066287
ssp126,-0.506818728,3.012515628
ssp126,-509.058674,1367.450272
ssp126,-1.301589526,46.89589793
ssp126,193.4973839,778.5098511
ssp126,1.161258654,3.174005126
ssp126,7.406789084,4.215583416
ssp126,2106.305577,1879.932863
ssp126,-1360.512551,1509.08136
ssp126,0.605503964,10.89975264
ssp126,-1440.25346,3237.26632
ssp126,-0.359781032,2.181030562
ssp126,-0.289520667,3.044667367
ssp126,-16.75752058,241.3029106
ssp126,0.907005515,3.461882425
ssp126,-1.239226572,5.241735292
ssp126,0.021641946,0.653753424
ssp126,-18.09655512,363.4569011
ssp126,-402.3462723,604.9353433
ssp126,0.511584661,3.382188089
ssp126,-85.3816916,1073.34198
ssp126,-939.1594427,1961.604783
ssp126,-612.736949,1759.769519
ssp126,-0.463917757,28.90012456
ssp126,0.000265169,0.316064991
ssp126,-0.004172259,0.470275159
ssp126,-988.9350328,1476.936077
ssp126,-2.33876589,7.33259512
ssp126,-722.4864676,1714.362788
ssp126,-0.353107791,15.46076879
ssp126,-2.990750531,4.898462801
ssp126,-425.60127,2059.61818
ssp126,-359.3153392,1568.392029
ssp126,-74.92746513,477.1631751
ssp126,-1.247358276,13.38750988
ssp126,-54.28250937,66.44628067
ssp126,-9275.770218,15089.31305
ssp126,-6.88564742,251.2085224
ssp126,-64.16821577,1189.865536
ssp126,6.62111015,4.72376215
ssp126,-5.009925399,88.8742233
ssp126,-90.61589539,480.9166564
ssp126,-1175.400841,2729.812521
ssp126,2.505619247,0.544813343
ssp126,0.040212839,2.407792801
ssp126,-23.91265975,87.70488105
ssp126,-14.9959967,397.7824927
ssp126,1.20833621,14.45150129
ssp126,0.313088429,2.837459071
ssp126,-0.583039624,2.310572254
ssp126,0.116682886,30.97523201
ssp126,-5.861344114,234.0258551
ssp126,-115.7289376,1266.170618
ssp126,-0.518241789,24.42017849
ssp126,26.13423462,644.8328024
ssp126,-2.137264504,93.1140756
ssp126,0.22197674,2.91879875
ssp126,-0.665743228,40.98241723
ssp126,-11.55632032,82.34852812
ssp126,-136.5045243,1290.612074
ssp126,-8.091048397,94.7072887
ssp126,-196.8608466,3865.636527
ssp126,-2167.657868,2832.826792
ssp126,0.019782419,8.802476581
ssp126,-117.5157813,155.3032704
ssp126,286.3050287,1527.583201
ssp126,-153.4457546,1255.299365
ssp126,0.250386201,3.080612939
ssp126,-665.1880137,808.8089367
ssp126,-0.387221206,28.26186351
ssp126,-451.8938228,34516.45372
ssp126,-20.62188491,159.5697419
ssp126,38.73056429,13.11117761
ssp126,-311.9877925,628.4444155
ssp126,103.6856322,382.0301498
ssp126,-11.15134751,597.7017125
ssp126,0.283456442,4.078582018
ssp126,-648.1996583,696.4412596
ssp126,-587.1377055,1897.074525
ssp126,-17.23180128,1924.726621
ssp126,-100.2504674,727.9353214
ssp126,0.089217921,6.530267499
ssp126,6.514266404,2.451654826
ssp126,-248.0464316,871.3421846
ssp126,-505.7903052,1816.105095
ssp126,-0.060143286,3.827774596
ssp126,-2.623472729,99.13162043
ssp126,-3.031980798,17.0831857
ssp126,-191.8462601,1332.30672
ssp126,-104.0776514,229.9700044
ssp126,-180.6952597,1606.82183
ssp126,0.204713042,2.514833488
ssp126,-0.000794904,1.191173164
ssp126,0.251698038,2.738978172
ssp126,-918.0802936,1152.367427
ssp126,-57.85624117,537.5448152
ssp126,0.06878985,1.0923305
ssp126,-89.89902647,1167.525676
ssp126,36.08668165,519.6127674
ssp126,-0.696502786,3.098532936
ssp126,-0.619770637,2.651958327
ssp126,-21.8508864,546.6567694
ssp126,-14.01868935,95.62678745
ssp126,-95.84076834,390.6472963
ssp126,-54.51823802,119.7354867
ssp126,-5.503857103,48.3815497
ssp126,-3.015438106,117.2134301
ssp126,-3.103869736,115.1748157
ssp126,-0.001994066,1.741619196
ssp126,0.475163051,3.078730179
ssp126,-147.3958003,1050.597334
ssp126,-16.1767115,379.6585015
ssp126,0.388195234,0.678871466
ssp126,-46.15177891,409.1128559
ssp126,-52.6987599,63.5687526
ssp126,0.583872338,10.19477636
ssp126,-87.21995863,195.3975696
ssp126,0.839560031,60.99760887
ssp126,-15.68937874,207.4946267
ssp126,-21.96358051,438.8802705
ssp126,5.894691207,60.71722369
ssp126,-0.304786345,2.126764855
ssp126,0.030657154,8.122443916
ssp126,0.057122542,0.637734878
ssp126,-48.354418,347.045274
ssp126,-115.8376791,1237.189339
ssp126,0.447363469,19.31675013
ssp126,25.8558166,57.3080136
ssp126,-1.071029338,5.347908258
ssp126,0.426404744,66.67026806
ssp126,139.5560628,1950.444857
ssp126,-505.085822,1280.583446
ssp126,-2.006798643,144.3809096
ssp126,-2.409348075,43.70484948
ssp126,-157.0533314,1909.581081
ssp126,-11.35175034,231.2991613
ssp126,0.271281954,2.113894336
ssp126,-982.8508131,1422.351797
ssp126,-915.6522071,2340.754687
ssp126,64.70218091,1237.277319
ssp126,-9.965451442,79.91963794
ssp126,0.173162093,4.800841487
ssp126,-1648.512287,1929.005575
ssp126,-1334.712449,2067.046301
ssp126,-2.395288979,122.28417
ssp126,-26.85373903,327.143567
ssp126,-313.0446049,1483.280115
ssp126,1895.948657,4717.502693
ssp126,-18.30220083,236.8293608
ssp126,-3313.049263,4821.819503
ssp126,0.018571272,0.572245968
ssp126,-12.94376883,29.61957063
ssp126,352.5345776,3692.365892
ssp126,318.942367,2394.907613
ssp126,-2.509511104,116.5572421
ssp126,-3929.62685,5482.29417
ssp126,-76.29878439,1141.349334
ssp126,-0.400601086,7.188317446
ssp126,-0.17776464,308.8176996
ssp126,738.6423529,30099.01325
ssp126,-850.1757215,2268.746711
ssp126,-0.287413538,6.040884698
ssp126,-116.8132424,159.0325097
ssp126,-173.6660343,473.8277823
ssp126,-16.23206379,603.8996048
ssp126,-133.202594,3274.184044
ssp126,-114.3468386,802.9610376
ssp126,-2139.940614,3694.486704
ssp126,-140.4801203,588.4103503
ssp126,-0.311547287,21.38640889
ssp126,-804.9403311,978.3885941
ssp126,-94.40368318,1944.880803
ssp126,-6.527332888,19.07109339
ssp126,-8.489380121,368.7212571
ssp126,-21.4097907,164.6431767
ssp126,-10.60969128,186.1765443
ssp126,0.390049699,14.7525964
ssp126,-459.6988325,2205.993143
ssp126,0.002855598,2.301277152
ssp126,-74.96821591,642.0115539
ssp126,-864.5645506,1938.015801
ssp126,-2.87647449,268.1628295
ssp126,0.222118765,4.614060605
ssp126,-0.802076493,5.082478553
ssp126,-2398.988368,3541.857068
ssp126,-35.00201031,286.6928863
ssp126,-153.280396,196.6898747
ssp126,-2.772813092,106.2726661
ssp126,3.536486034,1965.784534
ssp126,166.239363,658.019744
ssp126,0.402290671,3.490106629
ssp126,-0.664273541,12.01180904
ssp126,0.156909774,3.510996846
ssp126,-564.3878834,793.0108984
